              1        270.000        369.000       0.577465       0.562600
              2        324.000        270.000       0.454545       0.444042
              3        367.000        256.000       0.410915       0.444042
              4        345.000        274.000       0.442649       0.444042
              5        273.000        267.000       0.494444       0.444042
              6        315.000        264.000       0.455959       0.444042
              7        327.000        266.000       0.448567       0.444042
              8        329.000        256.000       0.437607       0.444042
              9        329.000        217.000       0.397436       0.444042
             10        272.000        388.000       0.587879       0.562600
             11        248.000        399.000       0.616692       0.562600
             12        270.000        395.000       0.593985       0.562600
             13        246.000        383.000       0.608903       0.562600
             14        278.000        405.000       0.592972       0.562600
             15        265.000        326.000       0.551607       0.562600
             16        338.000        246.000       0.421233       0.444042
             17        335.000        287.000       0.461415       0.444042
             18        351.000        248.000       0.414023       0.444042
             19        347.000        242.000       0.410866       0.444042
             20        344.000        262.000       0.432343       0.444042
             21        281.000        370.000       0.568356       0.562600
             22        284.000        245.000       0.463138       0.444042
             23        355.000        235.000       0.398305       0.444042
             24        336.000        237.000       0.413613       0.444042
             25        347.000        266.000       0.433931       0.444042
             26        316.000        235.000       0.426497       0.444042
             27        314.000        301.000       0.489431       0.444042
             28        333.000        260.000       0.438449       0.444042
             29        308.000        285.000       0.480607       0.444042
             30        315.000        230.000       0.422018       0.444042
             31        344.000        278.000       0.446945       0.444042
             32        308.000        255.000       0.452931       0.444042
             33        328.000        241.000       0.423550       0.444042
             34        291.000        262.000       0.473779       0.444042
             35        371.000        237.000       0.389803       0.444042
             36        318.000        259.000       0.448873       0.444042
             37        262.000        316.000       0.546713       0.562600
             38        252.000        361.000       0.588907       0.562600
             39        295.000        399.000       0.574928       0.562600
             40        327.000        260.000       0.442930       0.444042
             41        327.000        252.000       0.435233       0.444042
             42        314.000        276.000       0.467797       0.444042
             43        288.000        271.000       0.484794       0.444042
             44        232.000        365.000       0.611390       0.562600
             45        266.000        383.000       0.590139       0.562600
             46        257.000        382.000       0.597809       0.562600
             47        263.000        380.000       0.590980       0.562600
             48        261.000        409.000       0.610448       0.562600
             49        248.000        301.000       0.548270       0.562600
             50        297.000        223.000       0.428846       0.444042
             51        312.000        236.000       0.430657       0.444042
             52        303.000        231.000       0.432584       0.444042
             53        302.000        298.000       0.496667       0.444042
             54        308.000        213.000       0.408829       0.444042
             55        320.000        231.000       0.419238       0.444042
             56        310.000        254.000       0.450355       0.444042
             57        296.000        289.000       0.494017       0.444042
             58        293.000        256.000       0.466302       0.444042
             59        332.000        311.000       0.483670       0.444042
             60        351.000        260.000       0.425532       0.444042
             61        316.000        258.000       0.449477       0.444042
             62        321.000        253.000       0.440767       0.444042
             63        308.000        298.000       0.491749       0.444042
             64        289.000        245.000       0.458801       0.444042
             65        335.000        236.000       0.413310       0.444042
             66        232.000        351.000       0.602058       0.562600
             67        316.000        288.000       0.476821       0.444042
             68        289.000        273.000       0.485765       0.444042
             69        321.000        214.000       0.400000       0.444042
             70        293.000        236.000       0.446125       0.444042
             71        314.000        296.000       0.485246       0.444042
             72        319.000        239.000       0.428315       0.444042
             73        283.000        261.000       0.479779       0.444042
             74        329.000        250.000       0.431779       0.444042
             75        303.000        286.000       0.485569       0.444042
             76        228.000        403.000       0.638669       0.562600
             77        260.000        383.000       0.595645       0.562600
             78        249.000        363.000       0.593137       0.562600
             79        221.000        351.000       0.613636       0.562600
             80        255.000        351.000       0.579208       0.562600
             81        228.000        340.000       0.598592       0.562600
             82        256.000        295.000       0.535390       0.562600
             83        253.000        366.000       0.591276       0.562600
             84        316.000        279.000       0.468908       0.444042
             85        294.000        310.000       0.513245       0.444042
             86        333.000        231.000       0.409574       0.444042
             87        330.000        259.000       0.439728       0.444042
             88        324.000        250.000       0.435540       0.444042
             89        333.000        271.000       0.448675       0.444042
             90        335.000        228.000       0.404973       0.444042
             91        335.000        207.000       0.381919       0.444042
             92        340.000        264.000       0.437086       0.444042
             93        300.000        216.000       0.418605       0.444042
             94        359.000        256.000       0.416260       0.444042
             95        320.000        270.000       0.457627       0.444042
             96        300.000        261.000       0.465241       0.444042
             97        324.000        260.000       0.445205       0.444042
             98        315.000        224.000       0.415584       0.444042
             99        354.000        246.000       0.410000       0.444042
            100        334.000        227.000       0.404635       0.444042
            101        304.000        234.000       0.434944       0.444042
            102        332.000        267.000       0.445743       0.444042
            103        322.000        266.000       0.452381       0.444042
            104        348.000        257.000       0.424793       0.444042
            105        352.000        237.000       0.402377       0.444042
            106        319.000        227.000       0.415751       0.444042
            107        317.000        252.000       0.442882       0.444042
            108        311.000        231.000       0.426199       0.444042
            109        307.000        243.000       0.441818       0.444042
            110        309.000        270.000       0.466321       0.444042
            111        296.000        296.000       0.500000       0.444042
            112        304.000        268.000       0.468531       0.444042
            113        342.000        269.000       0.440262       0.444042
            114        337.000        263.000       0.438333       0.444042
            115        300.000        261.000       0.465241       0.444042
            116        331.000        294.000       0.470400       0.444042
            117        318.000        269.000       0.458262       0.444042
            118        316.000        261.000       0.452340       0.444042
            119        230.000        382.000       0.624183       0.562600
            120        251.000        323.000       0.562718       0.562600
            121        323.000        272.000       0.457143       0.444042
            122        311.000        266.000       0.461005       0.444042
            123        303.000        271.000       0.472125       0.444042
            124        325.000        255.000       0.439655       0.444042
            125        282.000        288.000       0.505263       0.444042
            126        329.000        246.000       0.427826       0.444042
            127        312.000        282.000       0.474747       0.444042
            128        348.000        284.000       0.449367       0.444042
            129        334.000        260.000       0.437710       0.444042
            130        329.000        238.000       0.419753       0.444042
            131        354.000        291.000       0.451163       0.444042
            132        310.000        267.000       0.462738       0.444042
            133        332.000        268.000       0.446667       0.444042
            134        351.000        284.000       0.447244       0.444042
            135        304.000        268.000       0.468531       0.444042
            136        316.000        258.000       0.449477       0.444042
